type,name,id,created,binary_ref.type,binary_ref.name,binary_ref.parent_directory_ref.type,binary_ref.parent_directory_ref.path,binary_ref.parent_directory_ref.id,binary_ref.id,pid,opened_connection_refs_count,creator_user_ref.type,creator_user_ref.user_id,creator_user_ref.id,x_contained_by_ref,first_observed,last_observed,number_observed,binary_ref.hashes.MD5,command_line,parent_ref.type,parent_ref.name,parent_ref.binary_ref.type,parent_ref.binary_ref.name,parent_ref.binary_ref.parent_directory_ref.type,parent_ref.binary_ref.parent_directory_ref.path,parent_ref.binary_ref.parent_directory_ref.id,parent_ref.binary_ref.id,parent_ref.pid,parent_ref.command_line,parent_ref.id,command_line_entropy,command_line_len,suspicion_score,opened_connection_refs
file,powershell.exe,file--0e55352-9d03-42d9-83bc-b0db3c703a76_1,,,,,,,,,,,,,observed-data--e0e55352-9d03-42d9-83bc-b0db3c703a76,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--bbeedf07-ce4c-45c6-8143-6c2ea24ee7a3,2020-08-12T09:53:20.456Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--8cced01-08e7-452c-b4cf-875566efad65_1,,,,,,,,,,,,,observed-data--b8cced01-08e7-452c-b4cf-875566efad65,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--5eeb78bb-1080-46e5-924a-a6c3cb27ded8_3,,,,,,,,,,,,,observed-data--5eeb78bb-1080-46e5-924a-a6c3cb27ded8,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--c133ffc4-da38-4c42-85f4-7fe3e62e1b4a_4,,,,,,,,,,,,,observed-data--c133ffc4-da38-4c42-85f4-7fe3e62e1b4a,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,notepad.exe,file--80bd8761-2827-4832-8528-89e15b91b5f8_1,,,,,,,,,,,,,observed-data--80bd8761-2827-4832-8528-89e15b91b5f8,2019-05-07T11:56:47.192Z,2019-05-07T11:56:47.192Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--f6bf06e6-8bf9-4502-9d2e-8e719977452e_5,,,,,,,,,,,,,observed-data--f6bf06e6-8bf9-4502-9d2e-8e719977452e,2019-05-07T11:56:58.693Z,2019-05-07T11:56:58.693Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--87303bee-9a5f-4c77-8f44-e44ff1aeed83,2020-08-12T09:53:20.513Z,,,,,,,,,,,,,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--135dc7e1-8f42-49f2-8e8e-8bcf39170914_1,,,,,,,,,,,,,observed-data--135dc7e1-8f42-49f2-8e8e-8bcf39170914,2019-05-07T11:56:20.855Z,2019-05-07T11:56:20.855Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--00011df9-327f-46a9-bd35-280f5f77cf20,2020-08-12T09:53:20.446Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--c21cbfe9-a910-40d5-a992-57ebe5a81825_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--c21cbfe9-a910-40d5-a992-57ebe5a81825_2,file--c21cbfe9-a910-40d5-a992-57ebe5a81825_1,5204.0,,user-account,S-1-5-18,user-account--c21cbfe9-a910-40d5-a992-57ebe5a81825_4,observed-data--c21cbfe9-a910-40d5-a992-57ebe5a81825,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--5cdd889c-8d2e-42c4-8b12-88318bef5d9e_4,,,,,,,,,,,,,observed-data--5cdd889c-8d2e-42c4-8b12-88318bef5d9e,2019-05-18T20:43:43.273Z,2019-05-18T20:43:43.273Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--c684074-ebb3-4ae6-9c35-d963dd34a84f_6,,,,,,,,,,,,,observed-data--ac684074-ebb3-4ae6-9c35-d963dd34a84f,2019-05-18T20:43:10.571Z,2019-05-18T20:43:10.571Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--bb541c92-7d65-4ec6-b41b-f8b74022f446,2020-08-12T09:53:20.507Z,,,,,,,,,,,,,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--8ac5d7f1-47fb-4242-8758-25669e712276_1,,,,,,,,,,,,,observed-data--8ac5d7f1-47fb-4242-8758-25669e712276,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--c5081f7-615a-4b0a-9009-20f9451f750c_2,,,,,,,,,,,,,observed-data--ac5081f7-615a-4b0a-9009-20f9451f750c,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--40a8afb4-f1cf-40f0-a55c-f37fffdd66c2_2,,,,,,,,,,,,,observed-data--40a8afb4-f1cf-40f0-a55c-f37fffdd66c2,2019-05-07T11:57:55.979Z,2019-05-07T11:57:55.979Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--3fdc204b-c672-471a-96a1-e9122845d4f9_4,,,,,,,,,,,,,observed-data--3fdc204b-c672-471a-96a1-e9122845d4f9,2019-05-18T20:44:30.394Z,2019-05-18T20:44:30.394Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--38512d1a-ec22-4cbe-a747-c4ff1c2c9b24_3,,,,,,,,,,,,,observed-data--38512d1a-ec22-4cbe-a747-c4ff1c2c9b24,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--82f13d9-c658-4acf-ac30-2461f8ff382f_3,,,,,,,,,,,,,observed-data--b82f13d9-c658-4acf-ac30-2461f8ff382f,2019-05-18T20:43:04.144Z,2019-05-18T20:43:04.144Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--99846e45-b08d-43e5-9a7a-0318b214e4a2,2020-08-12T09:53:20.534Z,,,,,,,,,,,,,2019-05-07T11:57:02.532Z,2019-05-07T11:57:02.532Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--217347f4-ff22-4dc4-b678-5a2c17eb7668,2020-08-12T09:53:20.491Z,,,,,,,,,,,,,2019-05-18T20:43:43.273Z,2019-05-18T20:43:43.273Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--418dea37-ed83-4866-9043-99a8e44ea143_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--418dea37-ed83-4866-9043-99a8e44ea143_2,file--418dea37-ed83-4866-9043-99a8e44ea143_1,5204.0,,user-account,S-1-5-18,user-account--418dea37-ed83-4866-9043-99a8e44ea143_4,observed-data--418dea37-ed83-4866-9043-99a8e44ea143,2019-05-18T20:43:43.300Z,2019-05-18T20:43:43.300Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--873ff407-2a05-45c6-aabc-e194758a7176_4,,,,,,,,,,,,,observed-data--873ff407-2a05-45c6-aabc-e194758a7176,2019-05-18T20:43:14.050Z,2019-05-18T20:43:14.050Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--3a5c9f55-4cc4-488a-8943-436438821bfd_5,,,,,,,,,,,,,observed-data--3a5c9f55-4cc4-488a-8943-436438821bfd,2019-05-07T11:57:58.761Z,2019-05-07T11:57:58.761Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,Microsoft.ActiveDirectory.WebServices.exe,process--c0002551-1b4a-43a7-b4db-08a9958ce775_0,,file,Microsoft.ActiveDirectory.WebServices.exe,directory,C:\Windows\ADWS,directory--c0002551-1b4a-43a7-b4db-08a9958ce775_2,file--c0002551-1b4a-43a7-b4db-08a9958ce775_1,1792.0,,user-account,S-1-5-18,user-account--c0002551-1b4a-43a7-b4db-08a9958ce775_4,observed-data--c0002551-1b4a-43a7-b4db-08a9958ce775,2019-05-18T20:44:27.285Z,2019-05-18T20:44:27.285Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--493d4dab-8161-4bcb-9268-cc960636cfda_2,,,,,,,,,,,,,observed-data--493d4dab-8161-4bcb-9268-cc960636cfda,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--1c01fa6-c5fb-43ce-a824-17a387b2fce7_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--1c01fa6-c5fb-43ce-a824-17a387b2fce7_2,file--1c01fa6-c5fb-43ce-a824-17a387b2fce7_1,5204.0,,user-account,S-1-5-18,user-account--1c01fa6-c5fb-43ce-a824-17a387b2fce7_4,observed-data--e1c01fa6-c5fb-43ce-a824-17a387b2fce7,2019-05-18T20:43:45.753Z,2019-05-18T20:43:45.753Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--d36edcd1-4be7-4f2c-a7db-bbd4bc6a472d,2020-08-12T09:53:20.518Z,,,,,,,,,,,,,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--29d45734-5495-4908-b600-03ac9300cb38_1,,,,,,,,,,,,,observed-data--29d45734-5495-4908-b600-03ac9300cb38,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--9c00eb-c830-4258-b46f-41e46a02de1e_5,,,,,,,,,,,,,observed-data--bd9c00eb-c830-4258-b46f-41e46a02de1e,2019-05-18T20:43:34.663Z,2019-05-18T20:43:34.663Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--f2869726-9fc6-4f26-abf3-bed6821ff860_1,,,,,,,,,,,,,observed-data--f2869726-9fc6-4f26-abf3-bed6821ff860,2019-05-18T20:43:14.316Z,2019-05-18T20:43:14.316Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--7f49565b-3bfa-42ad-a3e3-06891f56ec66_4,,,,,,,,,,,,,observed-data--7f49565b-3bfa-42ad-a3e3-06891f56ec66,2019-05-18T20:44:27.034Z,2019-05-18T20:44:27.034Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--34d615df-5e41-4e87-aeac-eb990a7ea4e9_3,,,,,,,,,,,,,observed-data--34d615df-5e41-4e87-aeac-eb990a7ea4e9,2019-05-18T20:43:36.534Z,2019-05-18T20:43:36.534Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--715601-4023-41a1-8ca9-4935dafbcc60_4,,,,,,,,,,,,,observed-data--dd715601-4023-41a1-8ca9-4935dafbcc60,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--e2fda86d-66e6-45c3-b862-d5260adab775,2020-08-12T09:53:20.429Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--0dd2bb-accf-474a-9daf-2c04a9920021_3,,,,,,,,,,,,,observed-data--db0dd2bb-accf-474a-9daf-2c04a9920021,2019-05-07T11:56:41.356Z,2019-05-07T11:56:41.356Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--c133ffc4-da38-4c42-85f4-7fe3e62e1b4a_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--c133ffc4-da38-4c42-85f4-7fe3e62e1b4a_2,file--c133ffc4-da38-4c42-85f4-7fe3e62e1b4a_1,5204.0,,user-account,S-1-5-18,user-account--c133ffc4-da38-4c42-85f4-7fe3e62e1b4a_4,observed-data--c133ffc4-da38-4c42-85f4-7fe3e62e1b4a,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--fe514e31-a0bf-4407-8cc4-5c95c37b0103_5,,,,,,,,,,,,,observed-data--fe514e31-a0bf-4407-8cc4-5c95c37b0103,2019-05-18T20:43:36.728Z,2019-05-18T20:43:36.728Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--ddfb05ec-dfdd-4ad7-a760-d2d48a698f81,2020-08-12T09:53:20.508Z,,,,,,,,,,,,,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--14af493-0ec2-453f-8fa2-b3bf9f4e17d5_4,,,,,,,,,,,,,observed-data--b14af493-0ec2-453f-8fa2-b3bf9f4e17d5,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--283e72fd-51f3-4b44-aea2-6a3ded903c64_1,,,,,,,,,,,,,observed-data--283e72fd-51f3-4b44-aea2-6a3ded903c64,2019-05-07T11:57:44.916Z,2019-05-07T11:57:44.916Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,notepad.exe,file--873ff407-2a05-45c6-aabc-e194758a7176_1,,,,,,,,,,,,,observed-data--873ff407-2a05-45c6-aabc-e194758a7176,2019-05-18T20:43:14.050Z,2019-05-18T20:43:14.050Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--d0f782a7-085f-4736-9dd1-4f43e0490b7c,2020-08-12T09:53:20.461Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,svchost.exe,file--5b3e1fa-aa32-4b81-8aeb-affb8ed863d2_1,,,,,,,,,,,,,observed-data--e5b3e1fa-aa32-4b81-8aeb-affb8ed863d2,2019-05-18T20:43:49.013Z,2019-05-18T20:43:49.013Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--27ee6d25-443f-4479-aed9-b2d1eaaa63b8_4,,,,,,,,,,,,,observed-data--27ee6d25-443f-4479-aed9-b2d1eaaa63b8,2019-05-18T20:43:44.082Z,2019-05-18T20:43:44.082Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--79c66f92-9c7c-4463-8b50-fdf555302fc8_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--79c66f92-9c7c-4463-8b50-fdf555302fc8_2,file--79c66f92-9c7c-4463-8b50-fdf555302fc8_1,5204.0,,user-account,S-1-5-18,user-account--79c66f92-9c7c-4463-8b50-fdf555302fc8_4,observed-data--79c66f92-9c7c-4463-8b50-fdf555302fc8,2019-05-18T20:43:43.300Z,2019-05-18T20:43:43.300Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--4300bcc0-888e-4709-b8fc-2e654c7ac956_3,,,,,,,,,,,,,observed-data--4300bcc0-888e-4709-b8fc-2e654c7ac956,2019-05-18T20:43:37.198Z,2019-05-18T20:43:37.198Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,lsass.exe,process--645fa10a-fe4b-4cb1-9fdf-88576aa4abef_0,,file,lsass.exe,directory,C:\Windows\System32,directory--645fa10a-fe4b-4cb1-9fdf-88576aa4abef_2,file--645fa10a-fe4b-4cb1-9fdf-88576aa4abef_1,552.0,1.0,user-account,S-1-5-18,user-account--645fa10a-fe4b-4cb1-9fdf-88576aa4abef_6,observed-data--645fa10a-fe4b-4cb1-9fdf-88576aa4abef,2019-05-18T20:42:34.663Z,2019-05-18T20:42:34.663Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--5146bfa9-b9bc-4b10-8f3d-0b50d1a5ea7a_2,,,,,,,,,,,,,observed-data--5146bfa9-b9bc-4b10-8f3d-0b50d1a5ea7a,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
network-traffic,,network-traffic--92c22449-f844-4588-a484-aebdad9f6e8a_4,,,,,,,,,,,,,observed-data--92c22449-f844-4588-a484-aebdad9f6e8a,2019-05-07T11:57:25.400Z,2019-05-07T11:57:25.400Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,WScript.exe,process--95c20949-de40-4895-9564-640dc9f29f18_0,,file,WScript.exe,directory,C:\Windows\System32,directory--95c20949-de40-4895-9564-640dc9f29f18_2,file--95c20949-de40-4895-9564-640dc9f29f18_1,2156.0,,user-account,S-1-5-18,user-account--95c20949-de40-4895-9564-640dc9f29f18_4,observed-data--95c20949-de40-4895-9564-640dc9f29f18,2019-05-18T20:43:37.831Z,2019-05-18T20:43:37.831Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--938ffd-1bc0-473e-8223-423a83ed1aa1_2,,,,,,,,,,,,,observed-data--bd938ffd-1bc0-473e-8223-423a83ed1aa1,2019-05-18T20:43:27.286Z,2019-05-18T20:43:27.286Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--1fb6a6a9-ac13-41ee-986a-79976262cd30_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--1fb6a6a9-ac13-41ee-986a-79976262cd30_2,file--1fb6a6a9-ac13-41ee-986a-79976262cd30_1,5204.0,,user-account,S-1-5-18,user-account--1fb6a6a9-ac13-41ee-986a-79976262cd30_4,observed-data--1fb6a6a9-ac13-41ee-986a-79976262cd30,2019-05-18T20:43:46.190Z,2019-05-18T20:43:46.190Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--f47ca014-d197-486c-9e13-726f4d9a6ad1,2020-08-12T09:53:20.439Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--058e450d-72f4-44dc-98e7-de620b6352fc,2020-08-12T09:53:20.496Z,,,,,,,,,,,,,2019-05-18T20:43:43.284Z,2019-05-18T20:43:43.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--c1f0cfd0-f6c9-484e-a500-9e7bf68d8428,2020-08-12T09:53:20.390Z,,,,,,,,,,,,,2019-05-18T20:43:35.616Z,2019-05-18T20:43:35.616Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--585c030-1ca4-4164-ac02-506da2b468ab_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--585c030-1ca4-4164-ac02-506da2b468ab_2,file--585c030-1ca4-4164-ac02-506da2b468ab_1,5204.0,,user-account,S-1-5-18,user-account--585c030-1ca4-4164-ac02-506da2b468ab_4,observed-data--b585c030-1ca4-4164-ac02-506da2b468ab,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,WmiPrvSE.exe,file--cc09851b-eb7b-4746-8226-0ed0eca0630a_1,,,,,,,,,,,,,observed-data--cc09851b-eb7b-4746-8226-0ed0eca0630a,2019-05-18T20:43:46.428Z,2019-05-18T20:43:46.428Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--705c3cc6-adaf-4236-b301-f3ffc881a450_4,,,,,,,,,,,,,observed-data--705c3cc6-adaf-4236-b301-f3ffc881a450,2019-05-18T20:44:42.331Z,2019-05-18T20:44:42.331Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--02a21e1-6d08-414a-a9a1-bfe04c5c2035_5,,,,,,,,,,,,,observed-data--e02a21e1-6d08-414a-a9a1-bfe04c5c2035,2019-05-18T20:43:04.401Z,2019-05-18T20:43:04.401Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,notepad.exe,file--c90b1912-a885-493e-a7f7-c05a95b109d4_1,,,,,,,,,,,,,observed-data--c90b1912-a885-493e-a7f7-c05a95b109d4,2019-05-18T20:44:04.972Z,2019-05-18T20:44:04.972Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--9718b6d7-fae0-434c-b82d-c2fd9111faa9_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--9718b6d7-fae0-434c-b82d-c2fd9111faa9_2,file--9718b6d7-fae0-434c-b82d-c2fd9111faa9_1,5204.0,,user-account,S-1-5-18,user-account--9718b6d7-fae0-434c-b82d-c2fd9111faa9_4,observed-data--9718b6d7-fae0-434c-b82d-c2fd9111faa9,2019-05-18T20:43:43.831Z,2019-05-18T20:43:43.831Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--8fff8a07-bf20-4b28-a422-3bddad831a57_1,,,,,,,,,,,,,observed-data--8fff8a07-bf20-4b28-a422-3bddad831a57,2019-05-18T20:43:41.284Z,2019-05-18T20:43:41.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--9fcc5283-28cf-4333-93d8-1d7f29146ac7_1,,,,,,,,,,,,,observed-data--9fcc5283-28cf-4333-93d8-1d7f29146ac7,2019-05-18T20:43:45.425Z,2019-05-18T20:43:45.425Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--0dd2bb-accf-474a-9daf-2c04a9920021_3,,,,,,,,,,,,,observed-data--db0dd2bb-accf-474a-9daf-2c04a9920021,2019-05-07T11:56:41.356Z,2019-05-07T11:56:41.356Z,1.0,,,,,,,,,,,,,,0.0,0,0,
network-traffic,,network-traffic--5b3e1fa-aa32-4b81-8aeb-affb8ed863d2_4,,,,,,,,,,,,,observed-data--e5b3e1fa-aa32-4b81-8aeb-affb8ed863d2,2019-05-18T20:43:49.013Z,2019-05-18T20:43:49.013Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--0ec282f-2430-44f0-8379-a15e6d34d4d5_3,,,,,,,,,,,,,observed-data--e0ec282f-2430-44f0-8379-a15e6d34d4d5,2019-05-18T20:43:41.284Z,2019-05-18T20:43:41.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--534456c5-96b9-4130-85c0-7304479b444b_4,,,,,,,,,,,,,observed-data--534456c5-96b9-4130-85c0-7304479b444b,2019-05-18T20:43:41.284Z,2019-05-18T20:43:41.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--8647b755-e3c4-4d43-aecb-5872d680efcb_6,,,,,,,,,,,,,observed-data--8647b755-e3c4-4d43-aecb-5872d680efcb,2019-05-07T11:57:07.612Z,2019-05-07T11:57:07.612Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--2143420f-8172-4466-9949-44ddb4ccf813_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--2143420f-8172-4466-9949-44ddb4ccf813_2,file--2143420f-8172-4466-9949-44ddb4ccf813_1,5204.0,,user-account,S-1-5-18,user-account--2143420f-8172-4466-9949-44ddb4ccf813_4,observed-data--2143420f-8172-4466-9949-44ddb4ccf813,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--169f6023-2104-4480-b0a3-4227e1ea7a69_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--169f6023-2104-4480-b0a3-4227e1ea7a69_2,file--169f6023-2104-4480-b0a3-4227e1ea7a69_1,5204.0,,user-account,S-1-5-18,user-account--169f6023-2104-4480-b0a3-4227e1ea7a69_4,observed-data--169f6023-2104-4480-b0a3-4227e1ea7a69,2019-05-18T20:43:41.284Z,2019-05-18T20:43:41.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--f25c7b00-655e-4f75-8735-40a06b67ac47_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--f25c7b00-655e-4f75-8735-40a06b67ac47_2,file--f25c7b00-655e-4f75-8735-40a06b67ac47_1,5204.0,,user-account,S-1-5-18,user-account--f25c7b00-655e-4f75-8735-40a06b67ac47_4,observed-data--f25c7b00-655e-4f75-8735-40a06b67ac47,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--9c70c49-931b-4827-8022-cdd1d0cdd0a3_4,,,,,,,,,,,,,observed-data--d9c70c49-931b-4827-8022-cdd1d0cdd0a3,2019-05-18T20:43:36.003Z,2019-05-18T20:43:36.003Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--bb112571-2fec-4b35-bd86-a4ae72709350,2020-08-12T09:53:20.639Z,,,,,,,,,,,,,2019-05-07T11:58:05.340Z,2019-05-07T11:58:05.340Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--0a9bb248-203c-4a6b-9f68-312f3b6e12bf_5,,,,,,,,,,,,,observed-data--0a9bb248-203c-4a6b-9f68-312f3b6e12bf,2019-05-07T11:57:15.246Z,2019-05-07T11:57:15.246Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--493d4dab-8161-4bcb-9268-cc960636cfda_4,,,,,,,,,,,,,observed-data--493d4dab-8161-4bcb-9268-cc960636cfda,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--67f486d-69f0-4e59-9180-859dc7dc3cd6_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--67f486d-69f0-4e59-9180-859dc7dc3cd6_2,file--67f486d-69f0-4e59-9180-859dc7dc3cd6_1,5204.0,,user-account,S-1-5-18,user-account--67f486d-69f0-4e59-9180-859dc7dc3cd6_4,observed-data--a67f486d-69f0-4e59-9180-859dc7dc3cd6,2019-05-18T20:43:45.753Z,2019-05-18T20:43:45.753Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,wmiprvse.exe,process--8a8755e8-d04e-4cdc-84ca-7a7cc0593a1a_0,,file,wmiprvse.exe,directory,C:\Windows\system32\wbem,directory--8a8755e8-d04e-4cdc-84ca-7a7cc0593a1a_2,file--8a8755e8-d04e-4cdc-84ca-7a7cc0593a1a_1,7664.0,,user-account,S-1-5-18,user-account--8a8755e8-d04e-4cdc-84ca-7a7cc0593a1a_4,observed-data--8a8755e8-d04e-4cdc-84ca-7a7cc0593a1a,2019-05-18T20:43:46.487Z,2019-05-18T20:43:46.487Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--2ff2d97b-1db5-481f-888c-bfd32216b3d8_1,,,,,,,,,,,,,observed-data--2ff2d97b-1db5-481f-888c-bfd32216b3d8,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
